Date,Close,High,Low,Open,Volume,rsi,EMA_SLOW,EMA_FAST,macd,Signal_line,middle_band,upper_band,lower_band,above_bb_high,below_bb_low,TR,+DM,-DM,Smoothed +DM,Smoothed -DM,Smoothed TR,+DI,-DI,DX,ADX,OBV,PVT,Signal Line_PVT,VROC,rolling_min,rolling_max,%K,%D,MA_FAST,MA_SLOW,intraday_momentum,volume_weighted_return,money_flow_volume,upper_shadow_ratio,lower_shadow_ratio,close_position_in_range,day_of_week,month,quarter,day_of_year,week_of_year,is_quarter_end,is_quarter_start,is_last_day_of_month,is_first_day_of_month,days_from_month_start,days_to_month_end
2021-06-07,201.7100067138672,203.3333282470703,194.2933349609375,197.27667236328125,67631100,57.50902154360403,206.9307874908361,201.77805695299276,-5.152730537843354,-6.2569740898748725,199.5958351135254,213.61361450537356,185.57805572167723,0,0,9.039993286132812,3.1299896240234375,0.0,27.116668701171903,22.52001953125,114.84661865234386,23.611203376616338,19.608778904863644,9.260587951392464,31.200337444467625,5549438400.0,362949573.37623405,363847983.8518178,-20.536834684525907,187.82000732421875,210.2833404541016,61.834097857769166,42.85500799167479,203.0790008544922,218.5108673095703,4.4333343505859375,686417.2301312849,43341917.98714723,0.008047798716428512,0.014790230047574278,0.8204288996654941,0,6,2,158,23,0,0,0,0,6,23
2021-06-08,201.19667053222656,207.69667053222656,198.5,207.6699981689453,78160200,56.80639269981668,206.50603808649467,201.68861288825948,-4.817425198235185,-5.969064311546935,199.17166900634766,212.39557290632948,185.94776510636584,0,0,9.196670532226562,4.36334228515625,0.0,29.306671142578153,22.52001953125,113.08662414550793,25.91524096153885,19.913955077723088,13.094896708802073,26.61901088014064,5471278200.0,362750661.7839045,363813499.3136742,-16.061020990060733,187.82000732421875,210.2833404541016,59.548879637158194,58.064979935337476,202.98400115966797,218.41006744384765,-6.47332763671875,-198911.5923295878,-32323544.754827656,0.00013256861164435662,0.01340315684627889,0.2932224787051776,1,6,2,159,23,0,0,0,0,7,22
2021-06-09,199.5933380126953,203.92999267578125,199.2100067138672,200.72332763671875,49753800,59.847213050983676,205.99398622917622,201.36626290740347,-4.6277233217727485,-5.700796113592098,198.86466903686522,211.72732486623124,186.0020132074992,0,0,4.7199859619140625,0.0,-0.7100067138671875,29.306671142578153,16.343338012695312,107.5099334716798,27.259500770036375,15.201700424268669,28.397219123854917,23.21079192480436,5421524400.0,362354174.6785303,363506992.2304273,-43.6606991201549,190.94667053222656,210.2833404541016,44.71642488289579,55.36646745927438,202.78700103759766,218.32666748046876,-1.1299896240234375,-396487.10537422565,-41672339.95418993,0.016065992336366845,0.0019205615910113053,0.0812144996000222,2,6,2,160,23,0,0,0,0,8,21
2021-06-10,203.3733367919922,205.52999877929688,200.1666717529297,201.2933349609375,71758800,56.9729893250504,205.79986404864405,201.6750435050325,-4.124820543611548,-5.385600999595988,199.20183563232422,212.17093519089266,186.23273607375577,0,0,5.9366607666015625,1.600006103515625,0.0,23.360000610351534,16.343338012695312,104.98326110839852,22.251166865765008,15.567565572020383,17.672726881419525,19.67335194650949,5493283200.0,363713178.8372089,363185088.528332,7.4024516186969604,190.94667053222656,210.2833404541016,64.26476901127474,56.176691177109575,202.4866683959961,218.15666748046874,2.0800018310546875,1359004.1586786597,14048548.313308572,0.010604448061962276,0.005539876690447142,0.5978872847616826,3,6,2,161,23,0,0,0,0,9,20
2021-06-11,203.29666137695312,204.1866607666016,200.5066680908203,203.41000366210935,48615900,58.97086580980036,205.6144416285188,201.92452317763568,-3.6899184508831127,-5.046464489853413,199.83850173950196,212.26068422563566,187.41631925336827,0,0,3.6799926757812784,0.0,-0.339996337890625,20.750015258789034,16.003341674804688,103.10325622558602,20.12547034730774,15.521664650231784,12.914938879081655,16.811938935135913,5444667300.0,363694849.76630515,362928787.22112036,-43.820158500142135,190.94667053222656,210.2833404541016,63.86824047068915,57.6164781216199,201.78800048828126,217.76973419189454,-0.11334228515622158,-18329.070903774118,25100569.799769264,0.0038203141123599755,0.013723753587976357,0.7581518563644876,4,6,2,162,23,0,0,0,0,10,19
2021-06-14,205.89666748046875,208.4966735839844,203.05999755859372,204.07666015625,61272000,53.908148336619796,205.63534724718176,202.53562230114846,-3.099724946033291,-4.657116581089389,200.30433502197266,212.90942147830245,187.69924856564288,0,0,5.436676025390682,4.3100128173828125,0.0,19.126693725585938,16.003341674804688,94.92993164062514,20.148222373101017,16.85805667214457,8.89083092340556,15.029559796915324,5505939300.0,364478470.9674385,362772282.2967561,-49.89045283583627,190.94667053222656,210.2833404541016,77.31422736512495,68.48241228236294,201.53700103759766,217.4760009765625,1.82000732421875,783621.2011333564,2667230.010418229,0.012627723096276007,0.004937732164622534,0.521765487479738,0,6,2,165,24,0,0,0,0,13,16
2021-06-15,199.7866668701172,205.5966644287109,199.41000366210935,205.56333923339844,53292300,48.33966271921369,205.2021116636955,202.1127060809898,-3.0894055827056945,-4.34357438141265,200.67983474731446,212.71245342711381,188.6472160675151,0,0,6.486663818359403,0.0,3.649993896484375,19.290023803710938,19.653335571289062,95.3232727050783,20.236426274822257,20.61756275625862,0.9329235418024991,12.56464396958611,5452647000.0,362897017.5640806,362673872.4849531,-34.31189471621227,190.94667053222656,210.2833404541016,45.71622918323794,62.29956567301735,200.71900177001953,216.86473419189454,-5.77667236328125,-1581453.4033579086,-46803096.96417286,0.00016680390054491724,0.0018853270535508719,0.06088311960345568,1,6,2,166,24,0,0,0,0,14,15
2021-06-16,201.6233367919922,202.8333282470703,197.8333282470703,199.17999267578125,66432300,45.2962234373141,204.9370172287545,202.03741849806707,-2.899598730687444,-4.054779251267609,201.12983474731445,212.55148197111134,189.70818752351755,0,0,5.0,0.0,1.576675415039034,15.230026245117188,21.230010986328097,92.09994506835955,16.53641186627524,23.051057164660087,16.456331909711192,12.244765803331319,5519079300.0,363507740.03701866,363178758.1285359,-25.539269586035985,190.94667053222656,210.2833404541016,55.214606769945505,59.41502110610279,200.7106689453125,216.28640106201172,2.4433441162109375,610722.4729380879,34279293.7949668,0.006001247049424734,0.00667910991887538,0.7580017074683716,2,6,2,167,24,0,0,0,0,15,14
2021-06-17,205.5333404541016,207.1566619873047,200.44667053222656,200.6300048828125,68104200,45.29982461311006,204.98118931952095,202.5752526451493,-2.4059366743716453,-3.7250107358884166,202.0155014038086,211.70768890494608,192.32331390267112,0,0,6.709991455078125,4.323333740234375,0.0,17.9000244140625,21.230010986328097,93.83660888671889,19.0757366729564,22.624443954445667,8.510052541972295,11.171459741930732,5587183500.0,364828458.5393602,363463791.7277868,3.6503682328930367,190.94667053222656,208.4066619873047,83.54339668151779,61.49141087823375,202.1693359375,215.92393463134766,4.903335571289091,1320718.5023415715,35151843.71833545,0.007898093465213862,0.0008919932414466773,0.758073977939971,3,6,2,168,24,0,0,0,0,16,13
2021-06-18,207.7700042724609,209.4499969482422,203.93333435058597,204.4566650390625,73682700,49.37447678170071,205.1877682049239,203.37444520319724,-1.8133230017266726,-3.3426731890560677,202.62433471679688,212.14621454811515,193.1024548854786,0,0,5.516662597656222,2.2933349609375,0.0,18.706695556640625,21.230010986328097,94.94995117187511,19.70163789002736,22.35915945643644,6.318286228666818,11.311774970028157,5660866200.0,365630291.6082186,363761649.30911845,-11.60247043326159,190.94667053222656,207.96665954589844,98.84456286499622,79.20085543881983,202.9780029296875,215.52066802978516,3.313339233398409,801833.0688583744,28805423.463853844,0.008085828758502348,0.002518798082927659,0.6954693797206803,4,6,2,169,24,0,0,0,0,17,12
2021-06-21,206.94332885742188,210.4633331298828,202.9600067138672,208.16000366210935,74438100,49.00214821205016,205.31780973473857,203.9235042269241,-1.3943055078144653,-2.9529996528077476,203.29016799926757,211.9897550110694,194.59058098746573,0,0,7.503326416015625,1.013336181640625,0.0,19.72003173828125,20.620010375976506,98.03662109375009,20.114964712445012,21.03296721768703,2.230980907620726,10.177939183701879,5586428100.0,365334117.2522152,364048699.91670847,5.724524057062022,190.94667053222656,207.7700042724609,95.08613793316141,92.49136582655848,203.50133514404297,215.14606781005858,-1.2166748046874716,-296174.35600338376,4596428.3122062655,0.011130242662951907,0.019248371838584855,0.5308741639899425,0,6,2,172,25,0,0,0,0,20,9
2021-06-22,207.90333557128903,209.52333068847656,205.1666717529297,206.0833282470703,57476700,56.73892488506132,205.50933016707563,204.53578597221102,-0.9735441948646155,-2.5571085612191213,203.5780014038086,212.4964639521139,194.65953885550329,0,0,4.356658935546875,-0.94000244140625,0.0,18.780029296875,13.483337402343722,94.13995361328134,19.949053059896027,14.322651419324133,16.417046441280238,10.809469085579215,5643904800.0,365600750.7223327,364409430.5882421,-38.969623220906975,190.94667053222656,207.90333557128903,100.0,97.97690026605255,204.17200164794923,214.62426788330077,1.8200073242187216,266633.4701175337,14732030.378977865,0.007792059288794428,0.004409051406403326,0.6281565421035783,1,6,2,173,25,0,0,0,0,21,8
2021-06-23,218.85667419433597,219.0666656494141,210.01333618164065,210.6666717529297,93297600,80.22522969132135,206.49802231724306,206.73899954484563,0.24097722760257057,-1.997491403454783,204.44266815185546,215.6087458635,193.27659044021092,1,0,11.163330078125057,9.543334960937528,0.0,28.32336425781253,4.176666259765597,94.00328063964858,30.13018701590542,4.443106912168731,74.29746253618696,15.618633661863715,5737202400.0,370516112.9636815,365165312.1578501,-33.12560881990543,199.5933380126953,218.85667419433597,100.0,98.36204597772047,206.09833526611328,213.9192678833008,8.190002441406278,4915362.241348809,88969534.99499075,0.0009594930373567957,0.0029852211437657416,0.9768050565713233,2,6,2,174,25,0,0,0,0,22,7
2021-06-24,226.60667419433597,232.5399932861328,222.5366668701172,224.9966735839844,137947200,79.79341050636617,207.9875520859166,209.79556487553646,1.808012789619852,-1.236390564839856,205.45416870117188,220.3875385693588,190.52079883298495,1,0,13.683319091796847,13.473327636718722,0.0,43.110015869140625,4.176666259765597,98.42993164062511,43.797669215639054,4.2432887945253395,82.33470367669372,21.266356303706477,5875149600.0,375401003.0586973,366465995.8570048,35.94768150049078,199.5933380126953,226.60667419433597,100.0,100.0,208.42166900634766,213.5698681640625,1.6100006103515625,4884890.09501576,-25695316.749433022,0.026183337770743012,0.0108558440412438,0.40686539165951047,3,6,2,175,25,0,0,0,0,23,6
2021-06-25,223.9566650390625,231.2700042724609,222.8999938964844,229.8600006103516,97490100,74.28318358261805,209.1704493417052,211.97419566992508,2.803746328219887,-0.4283631862279075,206.13783493041993,223.11428781669386,189.161382044146,1,0,8.370010375976506,0.0,-0.3633270263672159,39.98002624511719,3.8133392333983807,97.7599487304688,40.896120307248715,3.9007173008161353,82.58485415892893,26.50380388995908,5777659500.0,374260923.4098209,367552935.0172695,-26.452928489144483,199.5933380126953,226.60667419433597,90.18999675769585,96.72999891923195,210.4876693725586,213.1233346557617,-5.903335571289091,-1140079.6488763914,-72874843.60387906,0.006295877203745763,0.004718194666573599,0.12624490219850756,4,6,2,176,25,0,0,0,0,24,5
2021-06-28,229.5733337402344,231.5666656494141,223.44000244140625,223.8800048828125,64884600,77.86941234686903,210.6817741119666,214.68175537304958,3.9999812610829792,0.4573057032342699,207.1961685180664,227.14675697236294,187.24558006376986,1,0,8.126663208007841,0.29666137695318184,0.0,35.91334533691412,3.8133392333983807,96.68994140625009,37.14279356734894,3.9438841082510825,80.80212696003298,31.340034622189858,5842544100.0,375888181.5311387,368996397.680276,-35.18844262516144,199.5933380126953,229.5733337402344,100.0,96.72999891923195,212.85533599853517,212.7829345703125,5.693328857421903,1627258.1213177782,33054428.02186585,0.008682767622080811,0.0019166095391765017,0.7547170510569858,0,6,2,179,26,0,0,0,0,27,2
2021-06-29,226.9199981689453,229.1699981689453,225.29666137695312,228.21665954589844,52143900,76.29583578787364,211.88460552359467,216.56456195703353,4.679956433438861,1.301835849275188,208.14383544921876,229.96173129484487,186.32593960359264,0,0,4.276672363281278,0.0,-1.856658935546875,35.91334533691412,2.666687011718693,96.2466278076173,37.31387390392478,2.7706809812069513,86.17581764773614,35.46707737389566,5790400200.0,375285518.92027867,370305039.778416,-46.33811252716855,199.7866668701172,229.5733337402344,91.09220382777708,93.76073352849097,215.56866912841798,212.55713439941405,-1.296661376953125,-602662.610860074,-8436308.36214188,0.004201210253382287,0.007153784615810067,0.4191055090167348,1,6,2,180,26,0,0,0,0,28,1
2021-06-30,226.5666656494141,230.9366607666016,226.04666137695312,226.58999633789065,56774700,73.89420011544688,212.97216553291463,218.10334714047667,5.131181607562041,2.067705000932559,209.38683547973633,232.4572552694461,186.31641569002656,0,0,4.889999389648466,1.7666625976562784,0.0,36.08000183105477,2.666687011718693,95.1999664306642,37.89917495121436,2.8011428067686217,86.23527794831918,40.36440245010278,5733625500.0,375197116.1882211,371457112.8505116,-48.61636791146493,199.7866668701172,229.5733337402344,89.90599349725605,93.66606577501103,218.06300201416016,212.29520111083986,-0.0233306884765625,-88402.73205755277,-44699816.369672574,0.01918492473753863,0.0022951490721175257,0.10634035507209841,2,6,2,181,26,1,0,1,0,29,0
2021-07-01,225.97332763671875,229.3300018310547,224.26666259765625,227.97332763671875,55903500,73.11584473567632,213.93521457764086,219.31411337066777,5.378898793026906,2.7299437593514284,211.13816833496094,233.62507204372952,188.65126462619236,0,0,5.0633392333984375,0.0,1.779998779296875,36.08000183105477,4.786682128906193,96.58331298828136,37.35635143871326,4.956013601942781,76.57415936367174,44.911489627573495,5677722000.0,375050714.8122833,372503826.53985214,-52.91750045479352,199.7866668701172,229.5733337402344,87.91403509760511,89.63741080754608,220.10700073242188,211.85386779785156,-2.0,-146401.37593780077,-18217481.068860326,0.006003691712045455,0.007552506558343288,0.3370631429224584,3,7,3,182,26,0,1,0,1,0,30
2021-07-02,226.3000030517578,233.3333282470703,224.4199981689453,226.32666015625,81163500,71.80928502762463,214.85112483498287,220.38886562929702,5.537740794314146,3.291503166343972,212.46900177001953,235.25004023887627,189.6879633011628,0,0,8.913330078125,4.003326416015625,0.0,35.773315429687585,4.786682128906193,100.05996704101568,35.751876087490324,4.783813417551976,76.3970295018324,49.73336095460399,5758885500.0,375168047.77509713,373596485.48683906,-12.220848704296731,199.7866668701172,229.5733337402344,89.01075201616302,88.94359353700806,221.96000061035156,211.58193450927735,-0.0266571044921875,117332.96281386045,-46925392.535482645,0.030961855925862165,0.008307577805464908,0.21092059468516508,4,7,3,183,26,0,0,0,0,1,29
2021-07-06,219.8600006103516,228.0,217.13333129882807,227.23666381835935,69853500,71.3062316297107,215.22215267019536,220.30750178022848,5.085349110033121,3.650272355081802,213.37650146484376,235.79610949693608,190.95689343275143,0,0,10.866668701171932,0.0,7.286666870117244,35.773315429687585,8.423355102539062,104.43997192382821,34.25251344933177,8.065259830481873,61.882399732364235,54.08689496821554,5689032000.0,373180170.15921444,374438643.20204806,-10.549507118545097,201.6233367919922,229.5733337402344,65.247462645989,80.72408325325239,223.25166778564454,211.1164678955078,-7.376663208007756,-1987877.6158826742,-34798157.80373741,0.0034719193099556206,0.01240184346324943,0.250920441581168,1,7,3,187,27,0,0,0,0,5,25
2021-07-07,214.88333129882807,221.8999938964844,212.77333068847656,221.42333984375,56376000,63.19488583099316,215.1970547908348,219.47301401385917,4.275959223024358,3.7754097286703137,214.06083450317382,235.73832919207362,192.38333981427402,0,0,9.126663208007841,0.0,4.360000610351506,35.773315429687585,11.206680297851534,108.56663513183605,32.95056108743434,10.322398114524681,52.291692988459296,56.64656361669755,5632656000.0,371904063.9628732,374592859.9797361,-45.622010469325566,205.5333404541016,229.5733337402344,38.89348359394056,64.38389941869754,223.94966735839844,210.4928012084961,-6.540008544921932,-1276106.1963412026,-30308774.366791736,0.002218199289033551,0.009819284713708364,0.23119080434438058,2,7,3,188,27,0,0,0,0,6,24
2021-07-08,217.60333251953125,218.1433258056641,206.82000732421875,209.4566650390625,68319900,62.30207892363899,215.37529758555306,219.1853707070395,3.810073121486454,3.782342407233542,214.96133422851562,235.57871717707908,194.34395127995217,0,0,11.323318481445341,0.0,5.9533233642578125,31.44998168945321,17.160003662109347,113.17996215820327,27.787588093988173,15.161697649379885,29.397207022372644,58.13850322244043,5700975900.0,372768859.80476147,374300399.61818767,-18.683920173963344,206.94332885742188,229.5733337402344,47.10561803813679,50.41552142602212,223.82433319091797,210.14660125732422,8.14666748046875,864795.8418882425,61803738.20895997,0.002481548788135208,0.012116807606730588,0.9523113920587148,3,7,3,189,27,0,0,0,0,7,23
2021-07-09,218.98333740234372,219.6366729736328,214.89666748046875,217.72666931152344,54421500,61.632074315911595,215.6425597942042,219.15428866016322,3.5117288659590145,3.7282196989786365,215.7418342590332,235.68292907834277,195.80073943972363,0,0,4.7400054931640625,1.4933471679687216,0.0,30.649993896484432,17.160003662109347,112.40330505371111,27.26787604851882,15.26645827176484,28.215835438691172,59.7026138802993,5755397400.0,373113992.0913878,374172962.80502844,-36.65871721725042,206.94332885742188,229.5733337402344,53.203738166518136,46.40094659953183,223.06199951171874,209.89693481445312,1.256668090820284,345132.28662634024,39419195.87133068,0.00298349444761117,0.012923366062897373,0.8621656492058977,4,7,3,190,27,0,0,0,0,8,22
2021-07-12,228.5666656494141,229.0800018310547,220.72000122070312,220.73333740234372,77781000,68.98225554321715,216.5999009686642,220.6023466585095,4.0024456898453025,3.7830648971519696,217.00533447265624,236.8281804823844,197.1824884629281,0,0,10.096664428710966,9.443328857421875,0.0,39.07998657226568,17.160003662109347,114.99664306640645,33.98358902502779,14.92217790409765,38.97579430367396,62.32724340858882,5833178400.0,376517907.9473958,374242932.4068348,-1.6821763630709956,207.90333557128903,229.5733337402344,95.35455387226133,65.22130335897208,223.52299957275392,209.9549346923828,7.833328247070369,3403915.8560079704,68228894.98319124,0.002245892594003694,5.834701049744825e-05,0.9385961538817433,0,7,3,193,28,0,0,0,0,11,19
2021-07-13,222.8466644287109,231.0933380126953,222.1000061035156,228.77333068847656,62898300,62.10638900715157,217.06262418792693,220.9476263154636,3.8850021275366657,3.803452343228909,217.85283432006835,237.11743696806963,198.58823167206708,0,0,8.993331909179716,2.013336181640625,0.0,42.03332519531256,17.160003662109347,119.63331604003929,35.13513341153621,14.343833498994693,42.020481046293604,64.15606016608979,5770280100.0,374943844.85399616,374204968.6216923,-7.788626467871751,214.88333129882807,229.5733337402344,54.20920222202821,67.58916475360256,222.85033264160157,209.68226806640624,-5.926666259765653,-1574063.093399625,-52454219.85880859,0.010410778775003012,0.0033505474586121276,0.08302354810267197,1,7,3,194,28,0,0,0,0,12,18
2021-07-14,217.7933349609375,226.20333862304688,217.6133270263672,223.5833282470703,64923600,49.0474720769775,217.11675091185364,220.46235072245958,3.3455998106059326,3.711881836704314,218.75316772460937,236.04477491415264,201.4615605350661,0,0,8.590011596679688,0.0,4.486679077148409,32.48999023437503,21.646682739257756,117.05999755859392,27.754989673660546,18.491955570409605,20.02950476915805,60.27977746844486,5705356500.0,373471620.25563836,374013246.8514053,19.664471465144956,214.88333129882807,229.5733337402344,19.809415782716812,56.45772395900212,221.9376663208008,209.47213470458985,-5.7899932861328125,-1472224.598357798,-62202587.73584906,0.012029800527762608,0.0008265080039953146,0.020955493753970756,2,7,3,195,28,0,0,0,0,13,17
2021-07-15,216.86666870117188,222.04666137695312,212.6266632080078,219.4633331298828,60628800,40.05987238809668,217.098226303655,219.9091688730307,2.8109425693756975,3.5316939832385907,219.51533432006835,234.86225781487695,204.16841082525974,0,0,9.419998168945312,0.0,4.986663818359375,19.016662597656307,26.63334655761713,112.79667663574239,16.859240152143286,23.6118184967674,16.684956040323062,55.59050978013267,5644727700.0,373213657.0661764,373809129.3240601,-13.273941328939012,214.88333129882807,229.5733337402344,13.501273469862907,29.17329715820264,220.96766662597656,209.31880126953126,-2.5966644287109375,-257963.18946195126,-6049926.317909514,0.011912057590144706,0.01955120866826705,0.45010682726467194,3,7,3,196,28,0,0,0,0,14,16
2021-07-16,214.7400054931641,218.8999938964844,214.0666656494141,218.22666931152344,49113000,40.492411375805936,216.92354328065568,219.1139129684358,2.1903696877801337,3.2634291241468993,219.97566757202148,234.05684401411662,205.89449112992634,0,0,4.8333282470703125,0.0,-1.4400024414062784,19.016662597656307,25.556671142578068,109.2599945068362,17.404963896887686,23.390694149246947,14.672468931841157,50.73962512105497,5595614700.0,372732039.4401926,373538461.73129296,-45.632789694439744,214.7400054931641,229.5733337402344,0.0,11.103563084193235,219.8443344116211,209.14066802978516,-3.4866638183593466,-481617.6259838575,-35428955.286801174,0.0031355339839136066,0.003135605040953017,0.13931183812417908,4,7,3,197,28,0,0,0,0,15,15
2021-07-19,215.4066619873047,215.73333740234372,207.0966644287109,209.9633331298828,63891300,33.7239540875985,216.8111817033704,218.5435666636464,1.7323849602759935,2.9572202913727184,220.35750045776368,233.42259606937,207.29240484615735,0,0,8.636672973632812,0.0,6.970001220703182,18.720001220703125,32.52667236328125,109.77000427246116,17.05384029523952,29.631658100829156,26.941594794345807,46.89244425207732,5659506000.0,372930388.8346907,373510708.2507903,-11.398308434115881,214.7400054931641,228.5666656494141,4.821529469929518,6.107600979930804,218.75500030517577,209.02520141601562,5.443328857421875,198349.3944980918,59058022.81006967,0.001516552050944096,0.013308171040725625,0.9621757793008823,0,7,3,200,29,0,0,0,0,18,12
2021-07-20,220.1666717529297,220.79666137695312,213.5,217.3300018310547,46461300,42.59936659543375,217.05973652185628,218.79327513892076,1.7335386170644824,2.7124839565110714,221.01866760253907,232.46339069703976,209.57394450803838,0,0,7.296661376953125,5.063323974609403,0.0,23.78332519531253,34.383331298828125,112.78999328613301,21.086378766755875,30.484381013838917,18.223509382189384,42.0387079473954,5705967300.0,373957080.5798915,373738821.20823675,-31.301871476288273,214.7400054931641,228.5666656494141,39.24784581700018,14.689791762309895,218.7856674194336,208.94606811523437,2.836669921875,1026691.745200836,38438415.12191495,0.0028614213903446544,0.01739592010174339,0.9136605632885888,1,7,3,201,29,0,0,0,0,19,11
2021-07-21,218.42999267578125,221.6199951171875,216.76333618164065,219.8699951171875,41859900,41.34581084629593,217.16123697770257,218.737385529207,1.5761485515044171,2.4852168755097406,221.54500045776368,231.292462097307,211.79753881822035,0,0,4.856658935546847,0.823333740234375,0.0,22.839996337890625,34.383331298828125,112.75665283203139,20.256007751413442,30.493394788906564,20.1724286889084,37.31993300029463,5664107400.0,373626888.85776246,373834157.7696813,-46.44345843536736,214.7400054931641,228.5666656494141,26.687480135607377,23.585618474179018,219.1403335571289,209.12106811523438,-1.44000244140625,-330191.72212907125,-13129830.554895084,0.008011720270107011,0.007630163209949546,0.3431693501288128,2,7,3,202,29,0,0,0,0,20,10
2021-07-22,216.4199981689453,220.72332763671875,214.86666870117188,218.81333923339844,45317100,40.136295562485465,217.1063303992761,218.38086439685904,1.2745339975829495,2.243080299924382,221.42316665649415,231.37096166027973,211.47537165270856,0,0,5.856658935546875,0.0,1.8966674804687784,22.839996337890625,34.50000000000003,113.54997253417983,20.114488650374202,30.383098498429966,20.334852470864906,33.30283965080843,5618790300.0,373209880.5479149,373844812.04262877,-8.917308828672383,214.7400054931641,228.5666656494141,12.150386693505462,26.02857088203767,219.02200012207032,209.3348013305664,-2.393341064453125,-417008.30984752736,-21278689.122704793,0.008825378520431611,0.007177384164327911,0.2652245046562794,3,7,3,203,29,0,0,0,0,21,9
2021-07-23,214.4600067138672,216.26666259765625,212.43333435058597,215.45333862304688,43814700,38.17419405181529,216.91030642257914,217.7776555225526,0.8673490999734668,1.9679340599341992,220.8158332824707,230.9131830157846,210.7184835491568,0,0,3.9866638183593466,0.0,2.433334350585909,18.836669921875,36.93333435058594,108.62330627441418,17.341278375644425,34.001298264003815,32.44874133468018,30.16367621029756,5574975600.0,372813076.00890106,373433164.0494627,-38.94170471078112,214.4600067138672,228.5666656494141,0.0,12.945955609704276,218.56966705322264,209.6914013671875,-0.9933319091796875,-396804.53901387413,2514774.4720856952,0.0037924272550107145,0.009450117969504259,0.5286978383714407,4,7,3,204,29,0,0,0,0,22,8
2021-07-26,219.2066650390625,222.73333740234372,215.70333862304688,216.9900054931641,76009800,49.32460122337451,217.0804070608372,217.99750314047722,0.9170960796400323,1.7577664638753658,220.5783332824707,230.58769430721503,210.5689722577264,0,0,8.273330688476534,6.466674804687472,0.0,25.30334472656247,29.646667480468693,106.02996826171878,23.864333019609166,27.96064920748672,7.904134283978316,26.30808582112714,5650985400.0,374495406.2274569,373383337.5354028,56.34761466927487,214.4600067138672,228.5666656494141,33.64835250418059,15.266246399228683,217.6336669921875,210.2642678833008,2.216659545898409,1682330.2185558612,-252421.2074076379,0.016088344587934345,0.005869652137763403,0.49833954756143484,0,7,3,207,30,0,0,0,0,25,5
2021-07-27,214.9266662597656,222.1666717529297,209.0800018310547,221.13333129882807,98439900,50.04545309049009,216.92087070520225,217.5250666972908,0.6041959920885631,1.5270523695180054,219.84599990844725,229.20655294062072,210.48544687627378,0,0,13.086669921875,0.0,6.6233367919921875,25.30334472656247,31.910003662109375,109.98997497558594,23.005137270172995,29.011738269048905,11.547408291270393,23.39777977132793,5552545500.0,372573372.2794516,373283532.2047154,60.660497453975715,214.4600067138672,228.5666656494141,3.308079879371643,12.31881079451741,216.84166717529297,210.631201171875,-6.206665039062472,-1922033.948005326,-10480921.102517106,0.004807874574319318,0.027203066656105192,0.4467648728933155,1,7,3,208,30,0,0,0,0,26,4
2021-07-28,215.66000366210935,218.3233337402344,213.13333129882807,215.6666717529297,48019800,47.87304327262546,216.82747314645462,217.2381339226475,0.4106607761928842,1.3037740508529811,219.28300018310546,228.1958710236224,210.3701293425885,0,0,5.190002441406335,-3.843338012695284,0.0,21.460006713867188,25.956680297851562,103.85665893554693,20.663101368574925,24.992793494310447,9.483314561544647,21.97535888126879,5600565300.0,372737217.5388877,373230594.479461,-9.893549349530794,214.4600067138672,228.5666656494141,8.506599285663075,15.154343889738435,216.62833404541016,211.09886779785157,-0.006668090820340922,163845.25943609656,-1264407.1359690959,0.01231875147022588,0.011715998888337426,0.48683452212948874,2,7,3,209,30,0,0,0,0,27,3
2021-07-29,225.7833404541016,227.89666748046875,216.26666259765625,216.5966644287109,91183800,56.246942377215014,217.49087072479884,218.55278108133274,1.0619103565339003,1.2554013119891652,219.24383392333985,228.02789218145492,210.45977566522478,0,0,12.236663818359403,9.573333740234347,0.0,29.539993286132812,25.956680297851562,111.35331726074227,26.528166392171926,23.31019940526066,6.456806790155702,20.42114254923054,5691749100.0,377017493.4440107,373706756.0354408,37.25823131217796,214.4600067138672,228.5666656494141,80.2694230573698,30.694700740801505,217.52000122070314,211.76206787109376,9.186676025390682,4280275.905122981,58045174.326356694,0.00935997767604633,0.001461586272823914,0.818286659735352,3,7,3,210,30,0,0,0,0,28,2
2021-07-30,229.0666656494141,232.50999450683597,223.0,223.9199981689453,88969200,50.51946273146592,218.3483370155111,220.17030178411449,1.8219647686033795,1.3687140033120082,219.39850082397462,228.77071033728558,210.02629131066365,1,0,9.509994506835966,4.613327026367216,0.0,24.709991455078153,25.956680297851562,110.76664733886727,22.308151459602392,23.433660692503004,2.4605698374125455,17.812912230211868,5780718300.0,378311277.18987644,374304632.51935035,30.63687702080048,214.4600067138672,229.0666656494141,100.0,62.92534078101096,218.95266723632812,212.58700103759764,5.146667480468778,1293783.7458657871,24542198.767930117,0.015031994496054525,0.0040162900450701295,0.6379252520781166,4,7,3,211,30,0,0,0,0,29,1
